trial_id,session_id,block_id,session_trial_idx,char_rep,label,go_onset_bin,delay_onset_bin,T,n_channels,had_global_std
917,t5.2019.11.25,10,80,2,tilde,31916,31764,100,192,True
918,t5.2019.11.25,10,81,2,w,32204,32016,100,192,True
919,t5.2019.11.25,10,82,2,m,32462,32304,100,192,True
920,t5.2019.11.25,10,83,2,y,32744,32562,100,192,True
921,t5.2019.11.25,10,84,2,comma,33061,32844,100,192,True
922,t5.2019.11.25,10,85,2,d,33338,33161,100,192,True
923,t5.2019.11.25,10,86,2,q,33637,33438,100,192,True
924,t5.2019.11.25,10,87,2,r,33891,33737,100,192,True
925,t5.2019.11.25,10,88,2,s,34189,33991,100,192,True
926,t5.2019.11.25,10,89,2,o,34468,34289,100,192,True
927,t5.2019.11.25,10,90,2,c,34790,34568,100,192,True
928,t5.2019.11.25,10,91,2,p,35094,34890,100,192,True
929,t5.2019.11.25,10,92,2,t,35356,35194,100,192,True
930,t5.2019.11.25,10,93,3,c,35644,35456,100,192,True
931,t5.2019.11.25,10,94,3,g,35915,35745,100,192,True
932,t5.2019.11.25,10,95,3,k,36171,36015,100,192,True
933,t5.2019.11.25,10,96,3,tilde,36472,36272,100,192,True
934,t5.2019.11.25,10,97,3,i,36739,36572,100,192,True
935,t5.2019.11.25,10,98,3,y,37055,36840,100,192,True
936,t5.2019.11.25,10,99,3,f,37396,37155,100,192,True
937,t5.2019.11.25,10,100,3,z,37723,37496,100,192,True
938,t5.2019.11.25,10,101,3,h,38059,37823,100,192,True
939,t5.2019.11.25,10,102,3,o,38347,38159,100,192,True
940,t5.2019.11.25,10,103,3,n,38646,38447,100,192,True
941,t5.2019.11.25,10,104,3,questionMark,38950,38746,100,192,True
942,t5.2019.11.25,10,105,3,u,39278,39050,100,192,True
943,t5.2019.11.25,10,106,3,apostrophe,39538,39378,100,192,True
944,t5.2019.11.25,10,107,3,m,39807,39638,100,192,True
945,t5.2019.11.25,10,108,3,a,40110,39907,100,192,True
946,t5.2019.11.25,10,109,3,l,40388,40210,100,192,True
947,t5.2019.11.25,10,110,3,e,40711,40489,100,192,True
948,t5.2019.11.25,10,111,3,greaterThan,41004,40811,100,192,True
949,t5.2019.11.25,10,112,3,j,41295,41104,100,192,True
950,t5.2019.11.25,10,113,3,comma,41586,41395,100,192,True
951,t5.2019.11.25,10,114,3,p,41846,41686,100,192,True
952,t5.2019.11.25,10,115,3,w,42122,41947,100,192,True
953,t5.2019.11.25,10,116,3,r,42458,42222,100,192,True
954,t5.2019.11.25,10,117,3,t,42747,42558,100,192,True
955,t5.2019.11.25,10,118,3,b,43005,42847,100,192,True
956,t5.2019.11.25,10,119,3,d,43268,43105,100,192,True
957,t5.2019.11.25,10,120,3,x,43569,43368,100,192,True
958,t5.2019.11.25,10,121,3,v,43848,43669,100,192,True
959,t5.2019.11.25,10,122,3,q,44130,43948,100,192,True
960,t5.2019.11.25,10,123,3,s,44463,44230,100,192,True
961,t5.2019.11.25,10,124,4,greaterThan,44734,44563,100,192,True
962,t5.2019.11.25,10,125,4,w,45054,44834,100,192,True
963,t5.2019.11.25,10,126,4,a,45383,45154,100,192,True
964,t5.2019.11.25,10,127,4,comma,45669,45483,100,192,True
965,t5.2019.11.25,10,128,4,questionMark,45975,45769,100,192,True
966,t5.2019.11.25,10,129,4,r,46291,46075,100,192,True
967,t5.2019.11.25,10,130,4,j,46611,46391,100,192,True
968,t5.2019.11.25,10,131,4,s,46949,46711,100,192,True
969,t5.2019.11.25,10,132,4,u,47240,47049,100,192,True
970,t5.2019.11.25,10,133,4,p,47564,47340,100,192,True
971,t5.2019.11.25,10,134,4,q,47855,47664,100,192,True
972,t5.2019.11.25,10,135,4,t,48145,47955,100,192,True
973,t5.2019.11.25,10,136,4,apostrophe,48453,48245,100,192,True
974,t5.2019.11.25,10,137,4,f,48735,48553,100,192,True
975,t5.2019.11.25,10,138,4,x,49054,48835,100,192,True
976,t5.2019.11.25,10,139,4,tilde,49309,49154,100,192,True
977,t5.2019.11.25,10,140,4,m,49584,49409,100,192,True
978,t5.2019.11.25,10,141,4,c,49911,49684,100,192,True
979,t5.2019.11.25,10,142,4,l,50206,50011,100,192,True
980,t5.2019.11.25,10,143,4,v,50483,50306,100,192,True
981,t5.2019.11.25,10,144,4,d,50777,50583,100,192,True
982,t5.2019.11.25,10,145,4,z,51114,50877,100,192,True
983,t5.2019.11.25,10,146,4,o,51392,51214,100,192,True
984,t5.2019.11.25,10,147,4,k,51674,51492,100,192,True
985,t5.2019.11.25,10,148,4,n,51954,51774,100,192,True
986,t5.2019.11.25,10,149,4,b,52234,52054,100,192,True
987,t5.2019.11.25,10,150,4,h,52566,52334,100,192,True
988,t5.2019.11.25,10,151,4,g,52860,52667,100,192,True
989,t5.2019.11.25,10,152,4,y,53112,52960,100,192,True
990,t5.2019.11.25,10,153,4,e,53403,53212,100,192,True
991,t5.2019.11.25,10,154,4,i,53713,53503,100,192,True
992,t5.2019.11.25,15,155,5,x,61218,60998,100,192,True
993,t5.2019.11.25,15,156,5,greaterThan,61539,61318,100,192,True
994,t5.2019.11.25,15,157,5,l,61836,61639,100,192,True
995,t5.2019.11.25,15,158,5,k,62153,61936,100,192,True
996,t5.2019.11.25,15,159,5,o,62474,62253,100,192,True
997,t5.2019.11.25,15,160,5,w,62812,62574,100,192,True
998,t5.2019.11.25,15,161,5,s,63110,62913,100,192,True
999,t5.2019.11.25,15,162,5,apostrophe,63372,63210,100,192,True
1000,t5.2019.11.25,15,163,5,c,63685,63472,100,192,True
1001,t5.2019.11.25,15,164,5,i,63976,63785,100,192,True
1002,t5.2019.11.25,15,165,5,f,64258,64076,100,192,True
1003,t5.2019.11.25,15,166,5,h,64569,64358,100,192,True
1004,t5.2019.11.25,15,167,5,q,64846,64670,100,192,True
1005,t5.2019.11.25,15,168,5,u,65188,64947,100,192,True
1006,t5.2019.11.25,15,169,5,e,65496,65288,100,192,True
1007,t5.2019.11.25,15,170,5,j,65795,65596,100,192,True
1008,t5.2019.11.25,15,171,5,d,66090,65895,100,192,True
1009,t5.2019.11.25,15,172,5,a,66345,66190,100,192,True
1010,t5.2019.11.25,15,173,5,t,66627,66445,100,192,True
1011,t5.2019.11.25,15,174,5,b,66910,66728,100,192,True
1012,t5.2019.11.25,15,175,5,y,67256,67010,100,192,True
1013,t5.2019.11.25,15,176,5,comma,67551,67356,100,192,True
1014,t5.2019.11.25,15,177,5,g,67819,67651,100,192,True
1015,t5.2019.11.25,15,178,5,n,68139,67919,100,192,True
1016,t5.2019.11.25,15,179,5,m,68457,68239,100,192,True
1017,t5.2019.11.25,15,180,5,questionMark,68764,68557,100,192,True
1018,t5.2019.11.25,15,181,5,r,69111,68864,100,192,True
1019,t5.2019.11.25,15,182,5,p,69361,69211,100,192,True
1020,t5.2019.11.25,15,183,5,v,69709,69461,100,192,True
1021,t5.2019.11.25,15,184,5,z,70042,69809,100,192,True
1022,t5.2019.11.25,15,185,5,tilde,70364,70142,100,192,True
1023,t5.2019.11.25,15,186,6,k,70674,70464,100,192,True
1024,t5.2019.11.25,15,187,6,a,70977,70774,100,192,True
1025,t5.2019.11.25,15,188,6,questionMark,71262,71077,100,192,True
1026,t5.2019.11.25,15,189,6,d,71558,71362,100,192,True
1027,t5.2019.11.25,15,190,6,z,71899,71658,100,192,True
1028,t5.2019.11.25,15,191,6,w,72161,71999,100,192,True
1029,t5.2019.11.25,15,192,6,m,72469,72261,100,192,True
1030,t5.2019.11.25,15,193,6,b,72758,72569,100,192,True
1031,t5.2019.11.25,15,194,6,g,73066,72859,100,192,True
1032,t5.2019.11.25,15,195,6,tilde,73386,73166,100,192,True
1033,t5.2019.11.25,15,196,6,f,73642,73486,100,192,True
1034,t5.2019.11.25,15,197,6,t,73987,73742,100,192,True
1035,t5.2019.11.25,15,198,6,apostrophe,74252,74087,100,192,True
1036,t5.2019.11.25,15,199,6,p,74511,74352,100,192,True
1037,t5.2019.11.25,15,200,6,q,74828,74611,100,192,True
1038,t5.2019.11.25,15,201,6,l,75167,74928,100,192,True
1039,t5.2019.11.25,15,202,6,v,75439,75267,100,192,True
1040,t5.2019.11.25,15,203,6,y,75719,75539,100,192,True
1041,t5.2019.11.25,15,204,6,n,76015,75819,100,192,True
1042,t5.2019.11.25,15,205,6,u,76342,76115,100,192,True
1043,t5.2019.11.25,15,206,6,x,76659,76443,100,192,True
1044,t5.2019.11.25,15,207,6,s,77009,76759,100,192,True
1045,t5.2019.11.25,15,208,6,greaterThan,77277,77109,100,192,True
1046,t5.2019.11.25,15,209,6,o,77532,77377,100,192,True
1047,t5.2019.11.25,15,210,6,i,77864,77632,100,192,True
1048,t5.2019.11.25,15,211,6,h,78197,77964,100,192,True
1049,t5.2019.11.25,15,212,6,j,78462,78297,100,192,True
1050,t5.2019.11.25,15,213,6,e,78789,78562,100,192,True
1051,t5.2019.11.25,15,214,6,r,79065,78889,100,192,True
1052,t5.2019.11.25,15,215,6,c,79379,79165,100,192,True
1053,t5.2019.11.25,15,216,6,comma,79702,79480,100,192,True
1054,t5.2019.11.25,15,217,7,x,79985,79802,100,192,True
1055,t5.2019.11.25,15,218,7,o,80267,80085,100,192,True
1056,t5.2019.11.25,15,219,7,g,80585,80367,100,192,True
1057,t5.2019.11.25,15,220,7,r,80901,80686,100,192,True
1058,t5.2019.11.25,15,221,7,e,81206,81001,100,192,True
1059,t5.2019.11.25,15,222,7,j,81554,81306,100,192,True
1060,t5.2019.11.25,15,223,7,u,81857,81654,100,192,True
1061,t5.2019.11.25,15,224,7,y,82190,81957,100,192,True
1062,t5.2019.11.25,15,225,7,b,82488,82290,100,192,True
1063,t5.2019.11.25,15,226,7,tilde,82795,82588,100,192,True
1064,t5.2019.11.25,15,227,7,f,83085,82895,100,192,True
1065,t5.2019.11.25,15,228,7,a,83379,83185,100,192,True
1066,t5.2019.11.25,15,229,7,comma,83700,83479,100,192,True
1067,t5.2019.11.25,15,230,7,s,83965,83800,100,192,True
1068,t5.2019.11.25,15,231,7,m,84247,84065,100,192,True
1069,t5.2019.11.25,15,232,7,z,84512,84347,100,192,True
1070,t5.2019.11.25,15,233,7,questionMark,84821,84612,100,192,True
1071,t5.2019.11.25,15,234,7,i,85143,84921,100,192,True
1072,t5.2019.11.25,15,235,7,d,85407,85243,100,192,True
1073,t5.2019.11.25,15,236,7,p,85678,85508,100,192,True
1074,t5.2019.11.25,15,237,7,greaterThan,86027,85778,100,192,True
1075,t5.2019.11.25,15,238,7,q,86288,86127,100,192,True
1076,t5.2019.11.25,15,239,7,v,86567,86388,100,192,True
1077,t5.2019.11.25,15,240,7,k,86890,86667,100,192,True
1078,t5.2019.11.25,15,241,7,n,87183,86990,100,192,True
1079,t5.2019.11.25,15,242,7,t,87440,87283,100,192,True
1080,t5.2019.11.25,15,243,7,l,87750,87540,100,192,True
1081,t5.2019.11.25,15,244,7,c,88048,87850,100,192,True
1082,t5.2019.11.25,15,245,7,apostrophe,88363,88148,100,192,True
1083,t5.2019.11.25,15,246,7,w,88684,88463,100,192,True
1084,t5.2019.11.25,15,247,7,h,88986,88784,100,192,True
1085,t5.2019.11.25,15,248,8,o,89305,89087,100,192,True
1086,t5.2019.11.25,15,249,8,h,89621,89405,100,192,True
1087,t5.2019.11.25,15,250,8,y,89922,89721,100,192,True
1088,t5.2019.11.25,15,251,8,n,90177,90022,100,192,True
1089,t5.2019.11.25,15,252,8,t,90479,90277,100,192,True
1090,t5.2019.11.25,15,253,8,v,90770,90579,100,192,True
1091,t5.2019.11.25,15,254,8,g,91038,90870,100,192,True
1092,t5.2019.11.25,15,255,8,greaterThan,91316,91138,100,192,True
1093,t5.2019.11.25,15,256,8,m,91593,91416,100,192,True
1094,t5.2019.11.25,15,257,8,w,91889,91693,100,192,True
1095,t5.2019.11.25,15,258,8,x,92236,91989,100,192,True
1096,t5.2019.11.25,15,259,8,f,92583,92336,100,192,True
1097,t5.2019.11.25,15,260,8,c,92890,92683,100,192,True
1098,t5.2019.11.25,15,261,8,b,93182,92990,100,192,True
1099,t5.2019.11.25,15,262,8,l,93458,93282,100,192,True
1100,t5.2019.11.25,15,263,8,questionMark,93711,93558,100,192,True
1101,t5.2019.11.25,15,264,8,d,94002,93812,100,192,True
1102,t5.2019.11.25,15,265,8,comma,94303,94102,100,192,True
1103,t5.2019.11.25,15,266,8,tilde,94600,94403,100,192,True
1104,t5.2019.11.25,15,267,8,k,94870,94700,100,192,True
1105,t5.2019.11.25,15,268,8,apostrophe,95179,94970,100,192,True
1106,t5.2019.11.25,15,269,8,s,95481,95279,100,192,True
1107,t5.2019.11.25,15,270,8,q,95813,95581,100,192,True
1108,t5.2019.11.25,15,271,8,p,96105,95913,100,192,True
1109,t5.2019.11.25,15,272,8,i,96446,96205,100,192,True
1110,t5.2019.11.25,15,273,8,z,96705,96546,100,192,True
1111,t5.2019.11.25,15,274,8,r,97010,96805,100,192,True
1112,t5.2019.11.25,15,275,8,e,97266,97111,100,192,True
1113,t5.2019.11.25,15,276,8,a,97561,97367,100,192,True
1114,t5.2019.11.25,15,277,8,j,97854,97661,100,192,True
1115,t5.2019.11.25,15,278,8,u,98198,97955,100,192,True
1116,t5.2019.11.25,15,279,9,x,98491,98298,100,192,True
1117,t5.2019.11.25,15,280,9,y,98831,98591,100,192,True
1118,t5.2019.11.25,15,281,9,p,99103,98932,100,192,True
1119,t5.2019.11.25,15,282,9,m,99437,99203,100,192,True
1120,t5.2019.11.25,15,283,9,q,99710,99537,100,192,True
1121,t5.2019.11.25,15,284,9,a,100059,99810,100,192,True
1122,t5.2019.11.25,15,285,9,k,100390,100160,100,192,True
1123,t5.2019.11.25,15,286,9,tilde,100649,100490,100,192,True
1124,t5.2019.11.25,15,287,9,v,100908,100749,100,192,True
1125,t5.2019.11.25,15,288,9,d,101196,101008,100,192,True
1126,t5.2019.11.25,15,289,9,g,101525,101296,100,192,True
1127,t5.2019.11.25,15,290,9,l,101862,101626,100,192,True
1128,t5.2019.11.25,15,291,9,t,102138,101962,100,192,True
1129,t5.2019.11.25,15,292,9,apostrophe,102473,102238,100,192,True
1130,t5.2019.11.25,15,293,9,z,102815,102573,100,192,True
1131,t5.2019.11.25,15,294,9,r,103116,102915,100,192,True
1132,t5.2019.11.25,15,295,9,h,103393,103216,100,192,True
1133,t5.2019.11.25,15,296,9,c,103699,103493,100,192,True
1134,t5.2019.11.25,15,297,9,s,104023,103800,100,192,True
1135,t5.2019.11.25,15,298,9,n,104300,104123,100,192,True
1136,t5.2019.11.25,15,299,9,w,104564,104401,100,192,True
1137,t5.2019.11.25,15,300,9,questionMark,104852,104664,100,192,True
1138,t5.2019.11.25,15,301,9,f,105169,104952,100,192,True
1139,t5.2019.11.25,15,302,9,greaterThan,105444,105269,100,192,True
1140,t5.2019.11.25,15,303,9,e,105722,105544,100,192,True
1141,t5.2019.11.25,15,304,9,comma,106012,105822,100,192,True
1142,t5.2019.11.25,15,305,9,b,106347,106112,100,192,True
1143,t5.2019.11.25,15,306,9,j,106637,106447,100,192,True
1144,t5.2019.11.25,15,307,9,i,106902,106737,100,192,True
1145,t5.2019.11.25,15,308,9,o,107238,107002,100,192,True
1146,t5.2019.11.25,15,309,9,u,107531,107339,100,192,True
1147,t5.2019.12.09,0,0,0,p,4686,4531,100,192,True
1148,t5.2019.12.09,0,1,0,w,5004,4786,100,192,True
1149,t5.2019.12.09,0,2,0,greaterThan,5296,5104,100,192,True
1150,t5.2019.12.09,0,3,0,n,5637,5396,100,192,True
1151,t5.2019.12.09,0,4,0,c,5976,5738,100,192,True
1152,t5.2019.12.09,0,5,0,i,6229,6076,100,192,True
1153,t5.2019.12.09,0,6,0,tilde,6492,6329,100,192,True
1154,t5.2019.12.09,0,7,0,e,6804,6592,100,192,True
1155,t5.2019.12.09,0,8,0,f,7147,6904,100,192,True
1156,t5.2019.12.09,0,9,0,d,7401,7247,100,192,True
1157,t5.2019.12.09,0,10,0,u,7740,7502,100,192,True
1158,t5.2019.12.09,0,11,0,v,8063,7840,100,192,True
1159,t5.2019.12.09,0,12,0,l,8401,8163,100,192,True
1160,t5.2019.12.09,0,13,0,q,8748,8501,100,192,True
1161,t5.2019.12.09,0,14,0,a,9007,8848,100,192,True
1162,t5.2019.12.09,0,15,0,z,9269,9107,100,192,True
1163,t5.2019.12.09,0,16,0,j,9533,9370,100,192,True
1164,t5.2019.12.09,0,17,0,k,9856,9633,100,192,True
1165,t5.2019.12.09,0,18,0,questionMark,10191,9956,100,192,True
1166,t5.2019.12.09,0,19,0,y,10539,10291,100,192,True
1167,t5.2019.12.09,0,20,0,m,10798,10639,100,192,True
1168,t5.2019.12.09,0,21,0,r,11073,10898,100,192,True
1169,t5.2019.12.09,0,22,0,comma,11334,11173,100,192,True
1170,t5.2019.12.09,0,23,0,apostrophe,11620,11434,100,192,True
1171,t5.2019.12.09,0,24,0,b,11963,11720,100,192,True
1172,t5.2019.12.09,0,25,0,s,12215,12063,100,192,True
1173,t5.2019.12.09,0,26,0,x,12470,12315,100,192,True
1174,t5.2019.12.09,0,27,0,o,12819,12570,100,192,True
1175,t5.2019.12.09,0,28,0,t,13139,12919,100,192,True
1176,t5.2019.12.09,0,29,0,h,13457,13239,100,192,True
1177,t5.2019.12.09,0,30,0,g,13761,13557,100,192,True
1178,t5.2019.12.09,0,31,1,g,14031,13861,100,192,True
1179,t5.2019.12.09,0,32,1,j,14351,14132,100,192,True
1180,t5.2019.12.09,0,33,1,apostrophe,14624,14451,100,192,True
1181,t5.2019.12.09,0,34,1,o,14965,14724,100,192,True
1182,t5.2019.12.09,0,35,1,r,15215,15065,100,192,True
1183,t5.2019.12.09,0,36,1,d,15506,15315,100,192,True
1184,t5.2019.12.09,0,37,1,y,15757,15606,100,192,True
1185,t5.2019.12.09,0,38,1,questionMark,16023,15857,100,192,True
1186,t5.2019.12.09,0,39,1,x,16349,16123,100,192,True
1187,t5.2019.12.09,0,40,1,u,16625,16449,100,192,True
1188,t5.2019.12.09,0,41,1,l,16898,16725,100,192,True
1189,t5.2019.12.09,0,42,1,i,17181,16998,100,192,True
1190,t5.2019.12.09,0,43,1,v,17438,17282,100,192,True
1191,t5.2019.12.09,0,44,1,b,17713,17538,100,192,True
1192,t5.2019.12.09,0,45,1,k,18056,17813,100,192,True
1193,t5.2019.12.09,0,46,1,h,18316,18156,100,192,True
1194,t5.2019.12.09,0,47,1,e,18662,18416,100,192,True
1195,t5.2019.12.09,0,48,1,w,18925,18762,100,192,True
1196,t5.2019.12.09,0,49,1,f,19231,19025,100,192,True
1197,t5.2019.12.09,0,50,1,a,19495,19331,100,192,True
1198,t5.2019.12.09,0,51,1,greaterThan,19755,19595,100,192,True
1199,t5.2019.12.09,0,52,1,z,20081,19855,100,192,True
1200,t5.2019.12.09,0,53,1,s,20386,20181,100,192,True
1201,t5.2019.12.09,0,54,1,m,20667,20487,100,192,True
1202,t5.2019.12.09,0,55,1,tilde,20931,20767,100,192,True
1203,t5.2019.12.09,0,56,1,c,21261,21031,100,192,True
1204,t5.2019.12.09,0,57,1,t,21551,21361,100,192,True
1205,t5.2019.12.09,0,58,1,q,21892,21651,100,192,True
1206,t5.2019.12.09,0,59,1,n,22174,21992,100,192,True
1207,t5.2019.12.09,0,60,1,comma,22523,22274,100,192,True
1208,t5.2019.12.09,0,61,1,p,22857,22623,100,192,True
1209,t5.2019.12.09,0,62,2,m,23151,22957,100,192,True
1210,t5.2019.12.09,0,63,2,tilde,23499,23251,100,192,True
1211,t5.2019.12.09,0,64,2,x,23808,23599,100,192,True
1212,t5.2019.12.09,0,65,2,z,24138,23908,100,192,True
1213,t5.2019.12.09,0,66,2,questionMark,24433,24238,100,192,True
1214,t5.2019.12.09,0,67,2,l,24783,24533,100,192,True
1215,t5.2019.12.09,0,68,2,greaterThan,25083,24883,100,192,True
1216,t5.2019.12.09,0,69,2,e,25352,25183,100,192,True
1217,t5.2019.12.09,0,70,2,s,25654,25452,100,192,True
1218,t5.2019.12.09,0,71,2,g,25984,25754,100,192,True
1219,t5.2019.12.09,0,72,2,o,26329,26084,100,192,True
1220,t5.2019.12.09,0,73,2,h,26631,26429,100,192,True
1221,t5.2019.12.09,0,74,2,f,26923,26731,100,192,True
1222,t5.2019.12.09,0,75,2,r,27271,27023,100,192,True
1223,t5.2019.12.09,0,76,2,q,27588,27371,100,192,True
1224,t5.2019.12.09,0,77,2,c,27935,27688,100,192,True
1225,t5.2019.12.09,0,78,2,u,28254,28035,100,192,True
1226,t5.2019.12.09,0,79,2,p,28523,28354,100,192,True
1227,t5.2019.12.09,0,80,2,d,28798,28623,100,192,True
1228,t5.2019.12.09,0,81,2,v,29053,28898,100,192,True
1229,t5.2019.12.09,0,82,2,k,29324,29153,100,192,True
1230,t5.2019.12.09,0,83,2,y,29626,29424,100,192,True
1231,t5.2019.12.09,0,84,2,i,29910,29726,100,192,True
1232,t5.2019.12.09,0,85,2,t,30173,30010,100,192,True
1233,t5.2019.12.09,0,86,2,apostrophe,30465,30273,100,192,True
1234,t5.2019.12.09,0,87,2,w,30782,30565,100,192,True
1235,t5.2019.12.09,0,88,2,a,31034,30882,100,192,True
1236,t5.2019.12.09,0,89,2,n,31372,31134,100,192,True
1237,t5.2019.12.09,0,90,2,j,31645,31472,100,192,True
1238,t5.2019.12.09,0,91,2,comma,31935,31745,100,192,True
1239,t5.2019.12.09,0,92,2,b,32215,32035,100,192,True
1240,t5.2019.12.09,0,93,3,o,32545,32315,100,192,True
1241,t5.2019.12.09,0,94,3,v,32894,32645,100,192,True
1242,t5.2019.12.09,0,95,3,u,33155,32995,100,192,True
1243,t5.2019.12.09,0,96,3,r,33447,33255,100,192,True
1244,t5.2019.12.09,0,97,3,t,33740,33547,100,192,True
1245,t5.2019.12.09,0,98,3,j,34031,33841,100,192,True
1246,t5.2019.12.09,0,99,3,a,34301,34131,100,192,True
1247,t5.2019.12.09,0,100,3,tilde,34583,34401,100,192,True
1248,t5.2019.12.09,0,101,3,e,34879,34683,100,192,True
1249,t5.2019.12.09,0,102,3,f,35211,34979,100,192,True
1250,t5.2019.12.09,0,103,3,y,35529,35311,100,192,True
1251,t5.2019.12.09,0,104,3,g,35800,35629,100,192,True
1252,t5.2019.12.09,0,105,3,c,36069,35900,100,192,True
1253,t5.2019.12.09,0,106,3,z,36325,36169,100,192,True
1254,t5.2019.12.09,0,107,3,d,36581,36425,100,192,True
1255,t5.2019.12.09,0,108,3,questionMark,36925,36681,100,192,True
1256,t5.2019.12.09,0,109,3,p,37254,37025,100,192,True
1257,t5.2019.12.09,0,110,3,i,37581,37354,100,192,True
1258,t5.2019.12.09,0,111,3,s,37900,37681,100,192,True
1259,t5.2019.12.09,0,112,3,l,38206,38000,100,192,True
1260,t5.2019.12.09,0,113,3,apostrophe,38501,38306,100,192,True
1261,t5.2019.12.09,0,114,3,w,38798,38601,100,192,True
1262,t5.2019.12.09,0,115,3,x,39051,38898,100,192,True
1263,t5.2019.12.09,0,116,3,m,39322,39152,100,192,True
1264,t5.2019.12.09,0,117,3,q,39575,39422,100,192,True
1265,t5.2019.12.09,0,118,3,n,39853,39675,100,192,True
1266,t5.2019.12.09,0,119,3,comma,40197,39953,100,192,True
1267,t5.2019.12.09,0,120,3,h,40533,40298,100,192,True
1268,t5.2019.12.09,0,121,3,b,40833,40633,100,192,True
1269,t5.2019.12.09,0,122,3,greaterThan,41164,40933,100,192,True
1270,t5.2019.12.09,0,123,3,k,41489,41264,100,192,True
1271,t5.2019.12.09,0,124,4,d,41812,41589,100,192,True
1272,t5.2019.12.09,0,125,4,greaterThan,42116,41912,100,192,True
1273,t5.2019.12.09,0,126,4,c,42375,42216,100,192,True
1274,t5.2019.12.09,0,127,4,h,42704,42475,100,192,True
1275,t5.2019.12.09,0,128,4,b,42985,42804,100,192,True
1276,t5.2019.12.09,0,129,4,q,43256,43085,100,192,True
1277,t5.2019.12.09,0,130,4,l,43556,43356,100,192,True
1278,t5.2019.12.09,0,131,4,x,43890,43656,100,192,True
1279,t5.2019.12.09,0,132,4,m,44207,43990,100,192,True
1280,t5.2019.12.09,0,133,4,f,44486,44308,100,192,True
1281,t5.2019.12.09,0,134,4,u,44753,44586,100,192,True
1282,t5.2019.12.09,0,135,4,apostrophe,45018,44853,100,192,True
1283,t5.2019.12.09,0,136,4,j,45283,45118,100,192,True
1284,t5.2019.12.09,0,137,4,w,45566,45383,100,192,True
1285,t5.2019.12.09,0,138,4,e,45886,45666,100,192,True
1286,t5.2019.12.09,0,139,4,i,46202,45986,100,192,True
1287,t5.2019.12.09,0,140,4,a,46496,46302,100,192,True
1288,t5.2019.12.09,0,141,4,tilde,46753,46596,100,192,True
1289,t5.2019.12.09,0,142,4,k,47040,46853,100,192,True
1290,t5.2019.12.09,0,143,4,r,47348,47140,100,192,True
1291,t5.2019.12.09,0,144,4,n,47697,47448,100,192,True
1292,t5.2019.12.09,0,145,4,t,47975,47797,100,192,True
1293,t5.2019.12.09,0,146,4,y,48291,48075,100,192,True
1294,t5.2019.12.09,0,147,4,v,48612,48391,100,192,True
1295,t5.2019.12.09,0,148,4,o,48886,48712,100,192,True
1296,t5.2019.12.09,0,149,4,z,49228,48987,100,192,True
1297,t5.2019.12.09,0,150,4,p,49494,49328,100,192,True
1298,t5.2019.12.09,0,151,4,s,49767,49595,100,192,True
1299,t5.2019.12.09,0,152,4,comma,50034,49867,100,192,True
1300,t5.2019.12.09,0,153,4,questionMark,50335,50135,100,192,True
1301,t5.2019.12.09,0,154,4,g,50669,50435,100,192,True
1302,t5.2019.12.09,4,155,5,i,52891,52736,100,192,True
1303,t5.2019.12.09,4,156,5,f,53142,52991,100,192,True
1304,t5.2019.12.09,4,157,5,apostrophe,53421,53242,100,192,True
1305,t5.2019.12.09,4,158,5,m,53680,53521,100,192,True
1306,t5.2019.12.09,4,159,5,x,53964,53780,100,192,True
1307,t5.2019.12.09,4,160,5,comma,54256,54064,100,192,True
1308,t5.2019.12.09,4,161,5,b,54524,54356,100,192,True
1309,t5.2019.12.09,4,162,5,tilde,54815,54624,100,192,True
1310,t5.2019.12.09,4,163,5,z,55099,54915,100,192,True
1311,t5.2019.12.09,4,164,5,n,55387,55199,100,192,True
1312,t5.2019.12.09,4,165,5,w,55719,55487,100,192,True
1313,t5.2019.12.09,4,166,5,k,56041,55819,100,192,True
1314,t5.2019.12.09,4,167,5,d,56326,56141,100,192,True
1315,t5.2019.12.09,4,168,5,v,56670,56426,100,192,True
1316,t5.2019.12.09,4,169,5,c,56942,56770,100,192,True
1317,t5.2019.12.09,4,170,5,j,57247,57042,100,192,True
1318,t5.2019.12.09,4,171,5,q,57592,57347,100,192,True
1319,t5.2019.12.09,4,172,5,t,57933,57692,100,192,True
1320,t5.2019.12.09,4,173,5,h,58263,58033,100,192,True
1321,t5.2019.12.09,4,174,5,u,58605,58363,100,192,True
1322,t5.2019.12.09,4,175,5,y,58951,58705,100,192,True
1323,t5.2019.12.09,4,176,5,g,59234,59051,100,192,True
1324,t5.2019.12.09,4,177,5,greaterThan,59489,59334,100,192,True
1325,t5.2019.12.09,4,178,5,l,59819,59589,100,192,True
1326,t5.2019.12.09,4,179,5,p,60146,59920,100,192,True
1327,t5.2019.12.09,4,180,5,questionMark,60479,60246,100,192,True
1328,t5.2019.12.09,4,181,5,a,60811,60579,100,192,True
1329,t5.2019.12.09,4,182,5,e,61083,60911,100,192,True
1330,t5.2019.12.09,4,183,5,r,61425,61183,100,192,True
1331,t5.2019.12.09,4,184,5,o,61750,61525,100,192,True
1332,t5.2019.12.09,4,185,5,s,62080,61851,100,192,True
1333,t5.2019.12.09,4,186,6,n,62340,62180,100,192,True
1334,t5.2019.12.09,4,187,6,comma,62632,62440,100,192,True
1335,t5.2019.12.09,4,188,6,p,62955,62733,100,192,True
